securities

tradedate;secid;correction;crtyield;crtprice
26.04.2021;SU26234RMFS3;-0,0023;6,45;93,2085
26.04.2021;SU26235RMFS0;0,0009;7,01;92,9441
26.04.2021;SU26236RMFS8;0,0217;6,87;94,1351
27.04.2021;SU25083RMFS5;0,0200;5,34;101,0408
27.04.2021;SU25084RMFS3;-0,0022;5,99;98,6323
27.04.2021;SU26207RMFS9;-0,0352;6,67;107,4781
27.04.2021;SU26209RMFS5;0,0327;5,59;102,4203
27.04.2021;SU26211RMFS1;0,0112;5,76;102,1382
27.04.2021;SU26212RMFS9;0,0000;6,83;101,7608
27.04.2021;SU26215RMFS2;-0,0522;5,89;102,4986
27.04.2021;SU26217RMFS8;-0,0432;5,14;100,7036
27.04.2021;SU26218RMFS6;0,0060;7,05;111,4672
27.04.2021;SU26219RMFS4;0,0000;6,66;105,3519
27.04.2021;SU26221RMFS0;0,0057;7,11;105,6653
27.04.2021;SU26222RMFS8;0,0358;6,32;102,6901
27.04.2021;SU26223RMFS6;0,0000;6,11;101,2028
27.04.2021;SU26224RMFS4;0,0192;6,96;100,3396
27.04.2021;SU26225RMFS1;-0,0185;7,12;102,0930
27.04.2021;SU26226RMFS9;0,0000;6,66;106,2800
27.04.2021;SU26227RMFS7;0,0629;6,28;103,4897
27.04.2021;SU26228RMFS5;0,0000;6,99;105,1479
27.04.2021;SU26229RMFS3;-0,0095;6,51;102,8589
27.04.2021;SU26230RMFS1;-0,0419;7,17;106,5174
27.04.2021;SU26232RMFS7;-0,0187;6,79;96,4661
27.04.2021;SU26233RMFS5;-0,0175;7,16;91,6304
27.04.2021;SU26234RMFS3;0,0054;6,48;93,1245
27.04.2021;SU26235RMFS0;0,0253;7,08;92,5190
27.04.2021;SU26236RMFS8;0,0059;6,88;94,0742
28.04.2021;SU25083RMFS5;0,0280;5,30;101,0656
28.04.2021;SU25084RMFS3;-0,0002;6,00;98,6188
28.04.2021;SU26207RMFS9;-0,0429;6,68;107,3634
28.04.2021;SU26209RMFS5;0,0040;5,53;102,4834
28.04.2021;SU26211RMFS1;0,0015;5,74;102,1679
28.04.2021;SU26212RMFS9;0,0000;6,85;101,6581
28.04.2021;SU26215RMFS2;-0,0150;5,93;102,4121
28.04.2021;SU26217RMFS8;-0,0277;5,11;100,7035
28.04.2021;SU26218RMFS6;0,0088;7,08;111,2670
28.04.2021;SU26219RMFS4;0,0000;6,67;105,2728
28.04.2021;SU26221RMFS0;0,0166;7,15;105,4017
28.04.2021;SU26222RMFS8;0,0220;6,32;102,7073
28.04.2021;SU26223RMFS6;0,0000;6,12;101,1772
28.04.2021;SU26224RMFS4;0,0264;6,99;100,2197
28.04.2021;SU26225RMFS1;0,0015;7,17;101,7063
28.04.2021;SU26226RMFS9;0,0000;6,68;106,1988
28.04.2021;SU26227RMFS7;0,0506;6,28;103,5320
28.04.2021;SU26228RMFS5;0,0000;7,01;104,9837
28.04.2021;SU26229RMFS3;-0,0059;6,53;102,7802
28.04.2021;SU26230RMFS1;-0,0413;7,20;106,0912
28.04.2021;SU26232RMFS7;0,0000;6,83;96,2920
28.04.2021;SU26233RMFS5;0,0119;7,22;91,2065
28.04.2021;SU26234RMFS3;0,0000;6,49;93,0892
28.04.2021;SU26235RMFS0;0,0181;7,10;92,4284
28.04.2021;SU26236RMFS8;0,0000;6,89;93,9989
29.04.2021;SU25083RMFS5;0,0212;5,25;101,0851
29.04.2021;SU25084RMFS3;-0,0023;5,97;98,6782
29.04.2021;SU26207RMFS9;-0,0097;6,69;107,3893
29.04.2021;SU26209RMFS5;-0,0038;5,49;102,5217
29.04.2021;SU26211RMFS1;0,0000;5,71;102,2078
29.04.2021;SU26212RMFS9;0,0000;6,83;101,7540
29.04.2021;SU26215RMFS2;-0,0199;5,90;102,4784
29.04.2021;SU26217RMFS8;-0,0164;5,07;100,7108
29.04.2021;SU26218RMFS6;0,0000;7,07;111,2912
29.04.2021;SU26219RMFS4;0,0015;6,65;105,3723
29.04.2021;SU26221RMFS0;0,0205;7,16;105,2762
29.04.2021;SU26222RMFS8;0,0289;6,30;102,7453
29.04.2021;SU26223RMFS6;0,0032;6,10;101,2339
29.04.2021;SU26224RMFS4;0,0166;6,97;100,2798
29.04.2021;SU26225RMFS1;0,0129;7,19;101,5412
29.04.2021;SU26226RMFS9;0,0000;6,66;106,3069
29.04.2021;SU26227RMFS7;0,0672;6,27;103,5159
29.04.2021;SU26228RMFS5;0,0000;7,01;105,0177
29.04.2021;SU26229RMFS3;-0,0394;6,47;102,9999
29.04.2021;SU26230RMFS1;-0,0342;7,22;106,0172
29.04.2021;SU26232RMFS7;0,0000;6,81;96,3899
29.04.2021;SU26233RMFS5;0,0008;7,22;91,1623
29.04.2021;SU26234RMFS3;-0,0143;6,45;93,2283
29.04.2021;SU26235RMFS0;0,0177;7,10;92,3877
29.04.2021;SU26236RMFS8;0,0015;6,88;94,0766
30.04.2021;SU25083RMFS5;0,0340;5,25;101,0430
30.04.2021;SU25084RMFS3;-0,0169;5,95;98,6427
30.04.2021;SU26207RMFS9;-0,0025;6,70;107,2645
30.04.2021;SU26209RMFS5;0,0117;5,51;102,4438
30.04.2021;SU26211RMFS1;0,0000;5,71;102,1502
30.04.2021;SU26212RMFS9;0,0000;6,83;101,6801
30.04.2021;SU26215RMFS2;-0,0245;5,89;102,3921
30.04.2021;SU26217RMFS8;-0,0066;5,03;100,6530
30.04.2021;SU26218RMFS6;0,0198;7,09;111,2335
30.04.2021;SU26219RMFS4;-0,0007;6,65;105,3041
30.04.2021;SU26221RMFS0;0,0322;7,17;105,3727
30.04.2021;SU26222RMFS8;0,0121;6,28;102,7729
30.04.2021;SU26223RMFS6;-0,0020;6,09;101,1987
30.04.2021;SU26224RMFS4;0,0000;6,95;100,3056
30.04.2021;SU26225RMFS1;0,0135;7,19;101,5833
30.04.2021;SU26226RMFS9;0,0000;6,66;106,2269
30.04.2021;SU26227RMFS7;0,0411;6,24;103,6349
30.04.2021;SU26228RMFS5;0,0044;7,01;104,9565
30.04.2021;SU26229RMFS3;0,0000;6,51;102,8034
30.04.2021;SU26230RMFS1;-0,0289;7,23;105,5955
30.04.2021;SU26232RMFS7;-0,0013;6,81;96,3257
30.04.2021;SU26233RMFS5;0,0000;7,22;91,1123
30.04.2021;SU26234RMFS3;0,0000;6,46;93,1545
30.04.2021;SU26235RMFS0;0,0195;7,10;92,4558
30.04.2021;SU26236RMFS8;-0,0113;6,87;94,0253
04.05.2021;SU25083RMFS5;0,0310;5,26;101,0565
04.05.2021;SU25084RMFS3;-0,0111;5,95;98,7214
04.05.2021;SU26207RMFS9;0,0000;6,67;107,4914
04.05.2021;SU26209RMFS5;-0,0015;5,50;102,4810
04.05.2021;SU26211RMFS1;0,0000;5,71;102,1890
04.05.2021;SU26212RMFS9;0,0000;6,79;101,9436
04.05.2021;SU26215RMFS2;-0,0016;5,91;102,4438
04.05.2021;SU26217RMFS8;-0,0156;5,04;100,6865
04.05.2021;SU26218RMFS6;0,0176;7,05;111,4557
04.05.2021;SU26219RMFS4;0,0000;6,62;105,5092
04.05.2021;SU26221RMFS0;0,0190;7,12;105,5837
04.05.2021;SU26222RMFS8;0,0180;6,27;102,8183
04.05.2021;SU26223RMFS6;-0,0020;6,08;101,2733
04.05.2021;SU26224RMFS4;0,0158;6,93;100,5119
04.05.2021;SU26225RMFS1;0,0195;7,16;101,7902
04.05.2021;SU26226RMFS9;0,0000;6,62;106,4373
04.05.2021;SU26227RMFS7;0,0592;6,24;103,5538
04.05.2021;SU26228RMFS5;0,0000;6,97;105,2801
04.05.2021;SU26229RMFS3;-0,0185;6,46;103,0337
04.05.2021;SU26230RMFS1;-0,0201;7,20;106,2214
04.05.2021;SU26232RMFS7;-0,0274;6,74;96,7074
04.05.2021;SU26233RMFS5;0,0000;7,18;91,4638
04.05.2021;SU26234RMFS3;0,0000;6,44;93,2930
04.05.2021;SU26235RMFS0;0,0184;7,06;92,6502
04.05.2021;SU26236RMFS8;-0,0005;6,84;94,2946
05.05.2021;SU25083RMFS5;0,0571;5,29;101,0303
05.05.2021;SU25084RMFS3;-0,0143;5,97;98,6816
05.05.2021;SU26207RMFS9;-0,0130;6,65;107,5589
05.05.2021;SU26209RMFS5;0,0252;5,56;102,4119
05.05.2021;SU26211RMFS1;0,0000;5,74;102,1366
05.05.2021;SU26212RMFS9;0,0017;6,79;101,9469
05.05.2021;SU26215RMFS2;-0,0067;5,93;102,4004
05.05.2021;SU26217RMFS8;-0,0488;5,00;100,6923
05.05.2021;SU26218RMFS6;0,0270;7,06;111,3902
05.05.2021;SU26219RMFS4;0,0000;6,62;105,5127
05.05.2021;SU26221RMFS0;0,0277;7,13;105,5153
05.05.2021;SU26222RMFS8;0,0279;6,29;102,7611
05.05.2021;SU26223RMFS6;0,0004;6,10;101,2244
05.05.2021;SU26224RMFS4;0,0173;6,93;100,5165
05.05.2021;SU26225RMFS1;0,0007;7,14;101,9421
05.05.2021;SU26226RMFS9;-0,0030;6,62;106,4541
05.05.2021;SU26227RMFS7;0,0663;6,26;103,4996
05.05.2021;SU26228RMFS5;-0,0033;6,96;105,3125
05.05.2021;SU26229RMFS3;-0,0199;6,46;103,0358
05.05.2021;SU26230RMFS1;-0,0315;7,19;106,3134
05.05.2021;SU26232RMFS7;-0,0257;6,74;96,7131
05.05.2021;SU26233RMFS5;0,0001;7,18;91,4560
05.05.2021;SU26234RMFS3;-0,0259;6,41;93,3803
05.05.2021;SU26235RMFS0;0,0103;7,05;92,7148
05.05.2021;SU26236RMFS8;-0,0154;6,82;94,3877
06.05.2021;SU25083RMFS5;0,0109;5,28;101,0342
06.05.2021;SU25084RMFS3;0,0000;5,99;98,6332
06.05.2021;SU26207RMFS9;-0,0372;6,61;107,7417
06.05.2021;SU26209RMFS5;0,0271;5,58;102,3842
06.05.2021;SU26211RMFS1;-0,0191;5,74;102,1363
06.05.2021;SU26212RMFS9;0,0003;6,77;102,0538
06.05.2021;SU26215RMFS2;-0,0178;5,93;102,3974
06.05.2021;SU26217RMFS8;-0,0371;5,05;100,6700
06.05.2021;SU26218RMFS6;0,0252;7,05;111,4644
06.05.2021;SU26219RMFS4;0,0000;6,60;105,5829
06.05.2021;SU26221RMFS0;0,0220;7,12;105,5925
06.05.2021;SU26222RMFS8;0,0310;6,29;102,7618
06.05.2021;SU26223RMFS6;0,0000;6,11;101,2111
06.05.2021;SU26224RMFS4;0,0034;6,90;100,6915
06.05.2021;SU26225RMFS1;0,0003;7,14;101,9416
06.05.2021;SU26226RMFS9;0,0000;6,61;106,5117
06.05.2021;SU26227RMFS7;0,0814;6,28;103,4736
06.05.2021;SU26228RMFS5;0,0000;6,95;105,3602
06.05.2021;SU26229RMFS3;-0,0024;6,47;103,0071
06.05.2021;SU26230RMFS1;-0,0090;7,22;106,0409
06.05.2021;SU26232RMFS7;-0,0196;6,73;96,7719
06.05.2021;SU26233RMFS5;-0,0002;7,19;91,4399
06.05.2021;SU26234RMFS3;0,0000;6,43;93,3247
06.05.2021;SU26235RMFS0;0,0180;7,05;92,7254
06.05.2021;SU26236RMFS8;-0,0088;6,81;94,4507
07.05.2021;SU25083RMFS5;-0,0027;5,28;100,9926
07.05.2021;SU25084RMFS3;-0,0120;5,98;98,6272
07.05.2021;SU26207RMFS9;-0,0279;6,61;107,7050
07.05.2021;SU26209RMFS5;0,0389;5,60;102,3150
07.05.2021;SU26211RMFS1;-0,0312;5,73;102,1102
07.05.2021;SU26212RMFS9;0,0000;6,76;102,0654
07.05.2021;SU26215RMFS2;0,0000;5,95;102,3168
07.05.2021;SU26217RMFS8;-0,0154;5,10;100,6101
07.05.2021;SU26218RMFS6;0,0055;7,02;111,6348
07.05.2021;SU26219RMFS4;0,0066;6,60;105,5427
07.05.2021;SU26221RMFS0;0,0182;7,10;105,6598
07.05.2021;SU26222RMFS8;0,0000;6,26;102,8103
07.05.2021;SU26223RMFS6;0,0110;6,12;101,1467
07.05.2021;SU26224RMFS4;-0,0039;6,88;100,7569
07.05.2021;SU26225RMFS1;0,0096;7,14;101,9310
07.05.2021;SU26226RMFS9;0,0000;6,60;106,5008
07.05.2021;SU26227RMFS7;0,0242;6,22;103,5717
07.05.2021;SU26228RMFS5;0,0000;6,94;105,3913
07.05.2021;SU26229RMFS3;0,0000;6,47;102,9796
07.05.2021;SU26230RMFS1;-0,0192;7,20;106,2330
07.05.2021;SU26232RMFS7;0,0000;6,74;96,6982
07.05.2021;SU26233RMFS5;0,0000;7,17;91,5122
07.05.2021;SU26234RMFS3;0,0000;6,43;93,3215
07.05.2021;SU26235RMFS0;0,0003;7,02;92,8727
07.05.2021;SU26236RMFS8;0,0001;6,81;94,4299
10.05.2021;SU25083RMFS5;-0,0463;5,18;101,0708
10.05.2021;SU25084RMFS3;-0,0047;5,98;98,6595
10.05.2021;SU26207RMFS9;-0,0179;6,63;107,6417
10.05.2021;SU26209RMFS5;0,0396;5,57;102,3712
10.05.2021;SU26211RMFS1;0,0000;5,75;102,1133
10.05.2021;SU26212RMFS9;0,0000;6,77;102,0548
10.05.2021;SU26215RMFS2;0,0000;5,94;102,3638
10.05.2021;SU26217RMFS8;0,0086;5,04;100,6461
10.05.2021;SU26218RMFS6;0,0119;7,02;111,6729
10.05.2021;SU26219RMFS4;0,0000;6,60;105,5707
10.05.2021;SU26221RMFS0;0,0335;7,11;105,6777
10.05.2021;SU26222RMFS8;-0,0001;6,25;102,8482
10.05.2021;SU26223RMFS6;0,0000;6,10;101,2183
10.05.2021;SU26224RMFS4;0,0007;6,89;100,7424
10.05.2021;SU26225RMFS1;0,0000;7,12;102,1437
10.05.2021;SU26226RMFS9;0,0000;6,61;106,4974
10.05.2021;SU26227RMFS7;0,0357;6,23;103,5912
10.05.2021;SU26228RMFS5;0,0000;6,94;105,4267
10.05.2021;SU26229RMFS3;-0,0307;6,44;103,1055
10.05.2021;SU26230RMFS1;-0,0193;7,18;106,4335
10.05.2021;SU26232RMFS7;-0,0001;6,75;96,6868
10.05.2021;SU26233RMFS5;0,0104;7,17;91,5889
10.05.2021;SU26234RMFS3;-0,0015;6,43;93,3519
10.05.2021;SU26235RMFS0;0,0038;7,02;92,9108
10.05.2021;SU26236RMFS8;0,0000;6,82;94,4235
11.05.2021;SU25083RMFS5;-0,0009;5,32;100,9874
11.05.2021;SU25084RMFS3;-0,0256;5,99;98,6460
11.05.2021;SU26207RMFS9;-0,0426;6,65;107,5293
11.05.2021;SU26209RMFS5;0,0000;5,58;102,3524
11.05.2021;SU26211RMFS1;0,0000;5,78;102,0579
11.05.2021;SU26212RMFS9;0,0000;6,82;101,7903
11.05.2021;SU26215RMFS2;0,0000;5,97;102,3065
11.05.2021;SU26217RMFS8;0,0000;5,17;100,6065
11.05.2021;SU26218RMFS6;0,0174;7,09;111,1419
11.05.2021;SU26219RMFS4;0,0000;6,64;105,3778
11.05.2021;SU26221RMFS0;0,0170;7,16;105,2625
11.05.2021;SU26222RMFS8;0,0427;6,33;102,6333
11.05.2021;SU26223RMFS6;0,0017;6,13;101,1437
11.05.2021;SU26224RMFS4;0,0123;6,96;100,3380
11.05.2021;SU26225RMFS1;0,0000;7,18;101,5916
11.05.2021;SU26226RMFS9;0,0000;6,65;106,2996
11.05.2021;SU26227RMFS7;0,0350;6,26;103,5021
11.05.2021;SU26228RMFS5;0,0000;7,00;105,0229
11.05.2021;SU26229RMFS3;0,0000;6,51;102,8497
11.05.2021;SU26230RMFS1;-0,0448;7,22;105,9980
11.05.2021;SU26232RMFS7;-0,0387;6,76;96,6181
11.05.2021;SU26233RMFS5;0,0033;7,23;91,0969
11.05.2021;SU26234RMFS3;-0,0158;6,45;93,2744
11.05.2021;SU26235RMFS0;0,0389;7,12;92,2885
11.05.2021;SU26236RMFS8;-0,0298;6,84;94,2919
12.05.2021;SU25083RMFS5;0,0078;5,41;100,9340
12.05.2021;SU25084RMFS3;0,0000;6,03;98,5642
12.05.2021;SU26207RMFS9;-0,0229;6,70;107,2983
12.05.2021;SU26209RMFS5;0,0000;5,63;102,2961
12.05.2021;SU26211RMFS1;-0,0473;5,76;102,0811
12.05.2021;SU26212RMFS9;0,0000;6,86;101,6002
12.05.2021;SU26215RMFS2;-0,0054;5,98;102,2806
12.05.2021;SU26217RMFS8;0,0038;5,27;100,5730
12.05.2021;SU26218RMFS6;0,0345;7,16;110,6260
12.05.2021;SU26219RMFS4;0,0198;6,69;105,1719
12.05.2021;SU26221RMFS0;0,0090;7,21;104,8578
12.05.2021;SU26222RMFS8;0,0357;6,34;102,5990
12.05.2021;SU26223RMFS6;0,0000;6,14;101,1099
12.05.2021;SU26224RMFS4;0,0000;6,99;100,1429
12.05.2021;SU26225RMFS1;0,0062;7,25;101,0463
12.05.2021;SU26226RMFS9;0,0000;6,68;106,1696
12.05.2021;SU26227RMFS7;0,0888;6,33;103,3177
12.05.2021;SU26228RMFS5;0,0000;7,05;104,7076
12.05.2021;SU26229RMFS3;-0,0020;6,53;102,7704
12.05.2021;SU26230RMFS1;-0,0333;7,30;105,2060
12.05.2021;SU26232RMFS7;-0,0437;6,79;96,4702
12.05.2021;SU26233RMFS5;-0,0011;7,29;90,6138
12.05.2021;SU26234RMFS3;0,0000;6,49;93,1608
12.05.2021;SU26235RMFS0;0,0461;7,18;91,9082
12.05.2021;SU26236RMFS8;-0,0288;6,88;94,0885
13.05.2021;SU25083RMFS5;0,0097;5,40;100,9349
13.05.2021;SU25084RMFS3;0,0000;6,06;98,4942
13.05.2021;SU26207RMFS9;-0,0027;6,77;106,9732
13.05.2021;SU26209RMFS5;0,0223;5,66;102,2559
13.05.2021;SU26211RMFS1;-0,0599;5,77;102,0587
13.05.2021;SU26212RMFS9;0,0000;6,90;101,3527
13.05.2021;SU26215RMFS2;0,0000;6,02;102,2015
13.05.2021;SU26217RMFS8;0,0019;5,24;100,5744
13.05.2021;SU26218RMFS6;0,0228;7,18;110,4645
13.05.2021;SU26219RMFS4;0,0012;6,72;105,0219
13.05.2021;SU26221RMFS0;0,0036;7,23;104,6882
13.05.2021;SU26222RMFS8;0,0224;6,37;102,5018
13.05.2021;SU26223RMFS6;0,0000;6,18;101,0139
13.05.2021;SU26224RMFS4;0,0000;7,03;99,8963
13.05.2021;SU26225RMFS1;0,0000;7,27;100,9125
13.05.2021;SU26226RMFS9;0,0000;6,73;105,9437
13.05.2021;SU26227RMFS7;0,0175;6,30;103,3784
13.05.2021;SU26228RMFS5;0,0000;7,09;104,4595
13.05.2021;SU26229RMFS3;-0,0304;6,55;102,6805
13.05.2021;SU26230RMFS1;-0,0359;7,31;105,1021
13.05.2021;SU26232RMFS7;-0,0025;6,88;96,0568
13.05.2021;SU26233RMFS5;0,0021;7,31;90,4483
13.05.2021;SU26234RMFS3;0,0000;6,53;93,0032
13.05.2021;SU26235RMFS0;0,0131;7,18;91,8886
13.05.2021;SU26236RMFS8;-0,0253;6,93;93,8345
14.05.2021;SU25083RMFS5;0,0107;5,38;100,9033
14.05.2021;SU25084RMFS3;-0,0165;6,02;98,5568
14.05.2021;SU26207RMFS9;-0,0200;6,71;107,1980
14.05.2021;SU26209RMFS5;0,0349;5,65;102,2222
14.05.2021;SU26211RMFS1;-0,0487;5,76;102,0476
14.05.2021;SU26212RMFS9;0,0021;6,86;101,5314
14.05.2021;SU26215RMFS2;-0,0198;5,97;102,2518
14.05.2021;SU26217RMFS8;0,0002;5,22;100,5319
14.05.2021;SU26218RMFS6;0,0383;7,15;110,6498
14.05.2021;SU26219RMFS4;0,0031;6,68;105,1549
14.05.2021;SU26221RMFS0;0,0274;7,21;104,8248
14.05.2021;SU26222RMFS8;0,0186;6,33;102,5776
14.05.2021;SU26223RMFS6;0,0202;6,17;101,0091
14.05.2021;SU26224RMFS4;0,0027;6,99;100,1108
14.05.2021;SU26225RMFS1;0,0003;7,22;101,2167
14.05.2021;SU26226RMFS9;0,0013;6,69;106,0788
14.05.2021;SU26227RMFS7;0,0621;6,31;103,3185
14.05.2021;SU26228RMFS5;0,0009;7,04;104,7101
14.05.2021;SU26229RMFS3;-0,0302;6,51;102,7902
14.05.2021;SU26230RMFS1;-0,0396;7,27;105,4532
14.05.2021;SU26232RMFS7;0,0000;6,84;96,2244
14.05.2021;SU26233RMFS5;-0,0002;7,27;90,7554
14.05.2021;SU26234RMFS3;0,0000;6,49;93,1158
14.05.2021;SU26235RMFS0;0,0294;7,15;92,0582
14.05.2021;SU26236RMFS8;-0,0007;6,91;93,9221
17.05.2021;SU25083RMFS5;0,0124;5,41;100,9135
17.05.2021;SU25084RMFS3;-0,0015;6,06;98,5072
17.05.2021;SU26207RMFS9;-0,0042;6,74;107,0974
17.05.2021;SU26209RMFS5;0,0003;5,64;102,2523
17.05.2021;SU26211RMFS1;-0,0029;5,83;101,9600
17.05.2021;SU26212RMFS9;0,0000;6,87;101,5176
17.05.2021;SU26215RMFS2;-0,0295;5,99;102,2522
17.05.2021;SU26217RMFS8;-0,0173;5,22;100,5537
17.05.2021;SU26218RMFS6;0,0125;7,13;110,8345
17.05.2021;SU26219RMFS4;0,0000;6,69;105,1288
17.05.2021;SU26220RMFS2;-0,0374;5,75;102,5236
17.05.2021;SU26221RMFS0;0,0219;7,21;104,8844
17.05.2021;SU26222RMFS8;0,0000;6,34;102,5911
17.05.2021;SU26223RMFS6;0,0119;6,19;100,9955
17.05.2021;SU26224RMFS4;0,0000;7,00;100,1198
17.05.2021;SU26225RMFS1;0,0062;7,23;101,2166
17.05.2021;SU26226RMFS9;0,0000;6,70;106,0449
17.05.2021;SU26227RMFS7;0,0467;6,32;103,3094
17.05.2021;SU26228RMFS5;0,0000;7,05;104,7165
17.05.2021;SU26229RMFS3;-0,0405;6,52;102,8023
17.05.2021;SU26230RMFS1;-0,0293;7,28;105,4650
17.05.2021;SU26232RMFS7;-0,0006;6,85;96,2030
17.05.2021;SU26233RMFS5;0,0032;7,27;90,7854
17.05.2021;SU26234RMFS3;-0,0125;6,50;93,1238
17.05.2021;SU26235RMFS0;0,0134;7,14;92,1623
17.05.2021;SU26236RMFS8;-0,0006;6,92;93,9064
18.05.2021;SU25083RMFS5;0,0158;5,42;100,9011
18.05.2021;SU25084RMFS3;-0,0381;6,03;98,5688
18.05.2021;SU26207RMFS9;-0,0226;6,72;107,1887
18.05.2021;SU26209RMFS5;0,0467;5,71;102,1768
18.05.2021;SU26211RMFS1;-0,0072;5,84;101,9432
18.05.2021;SU26212RMFS9;0,0114;6,88;101,4807
18.05.2021;SU26215RMFS2;-0,0431;5,98;102,2574
18.05.2021;SU26217RMFS8;-0,0356;5,20;100,5530
18.05.2021;SU26218RMFS6;0,0168;7,13;110,8220
18.05.2021;SU26219RMFS4;0,0000;6,69;105,1404
18.05.2021;SU26220RMFS2;-0,0215;5,78;102,4711
18.05.2021;SU26221RMFS0;0,0261;7,21;104,8617
18.05.2021;SU26222RMFS8;0,0066;6,34;102,5804
18.05.2021;SU26223RMFS6;-0,0077;6,17;101,0387
18.05.2021;SU26224RMFS4;0,0170;7,01;100,0481
18.05.2021;SU26225RMFS1;0,0144;7,24;101,1306
18.05.2021;SU26226RMFS9;0,0000;6,70;106,0569
18.05.2021;SU26227RMFS7;0,0379;6,31;103,3466
18.05.2021;SU26228RMFS5;0,0000;7,05;104,7341
18.05.2021;SU26229RMFS3;-0,0368;6,52;106,3555
18.05.2021;SU26230RMFS1;-0,0260;7,29;105,3010
18.05.2021;SU26232RMFS7;-0,0081;6,84;96,2534
18.05.2021;SU26233RMFS5;0,0000;7,27;90,7659
18.05.2021;SU26234RMFS3;-0,0029;6,51;93,1090
18.05.2021;SU26235RMFS0;0,0286;7,15;92,0966
18.05.2021;SU26236RMFS8;0,0019;6,92;93,9123
19.05.2021;SU25083RMFS5;0,0642;5,46;100,8831
19.05.2021;SU25084RMFS3;-0,0334;6,04;98,5450
19.05.2021;SU26207RMFS9;-0,0321;6,74;107,0733
19.05.2021;SU26209RMFS5;0,0140;5,67;102,2158
19.05.2021;SU26211RMFS1;0,0006;5,84;101,9358
19.05.2021;SU26212RMFS9;0,0000;6,90;101,3853
19.05.2021;SU26215RMFS2;-0,0259;6,00;102,2135
19.05.2021;SU26217RMFS8;-0,0396;5,18;100,5511
19.05.2021;SU26218RMFS6;0,0271;7,16;110,6293
19.05.2021;SU26219RMFS4;-0,0216;6,70;105,0881
19.05.2021;SU26220RMFS2;-0,0257;5,77;102,4785
19.05.2021;SU26221RMFS0;0,0087;7,21;104,8626
19.05.2021;SU26222RMFS8;0,0001;6,36;102,5263
19.05.2021;SU26223RMFS6;-0,0011;6,19;100,9901
19.05.2021;SU26224RMFS4;0,0019;7,02;99,9853
19.05.2021;SU26225RMFS1;0,0082;7,25;101,0605
19.05.2021;SU26226RMFS9;0,0000;6,73;105,9201
19.05.2021;SU26227RMFS7;0,0392;6,33;103,2983
19.05.2021;SU26228RMFS5;0,0018;7,07;104,5722
19.05.2021;SU26229RMFS3;-0,0460;6,54;102,6939
19.05.2021;SU26230RMFS1;-0,0405;7,29;105,2641
19.05.2021;SU26232RMFS7;-0,0471;6,83;96,2651
19.05.2021;SU26233RMFS5;0,0000;7,29;90,6457
19.05.2021;SU26234RMFS3;-0,0307;6,51;93,0934
19.05.2021;SU26235RMFS0;0,0282;7,17;91,9921
19.05.2021;SU26236RMFS8;0,0241;6,97;93,6847
20.05.2021;SU25083RMFS5;0,0518;5,44;100,8887
20.05.2021;SU25084RMFS3;-0,0132;6,07;98,4866
20.05.2021;SU26207RMFS9;-0,0413;6,69;107,2921
20.05.2021;SU26209RMFS5;0,0282;5,69;102,1904
20.05.2021;SU26211RMFS1;0,0000;5,86;101,9110
20.05.2021;SU26212RMFS9;0,0000;6,85;101,6178
20.05.2021;SU26215RMFS2;-0,0478;5,99;102,2192
20.05.2021;SU26217RMFS8;-0,0480;5,16;100,5477
20.05.2021;SU26218RMFS6;0,0250;7,12;110,9158
20.05.2021;SU26219RMFS4;0,0000;6,68;105,1738
20.05.2021;SU26220RMFS2;-0,0091;5,80;102,4340
20.05.2021;SU26221RMFS0;0,0339;7,20;104,9704
20.05.2021;SU26222RMFS8;0,0000;6,34;102,5603
20.05.2021;SU26223RMFS6;-0,0014;6,19;100,9854
20.05.2021;SU26224RMFS4;0,0162;6,99;100,1713
20.05.2021;SU26225RMFS1;0,0120;7,22;101,3034
20.05.2021;SU26226RMFS9;-0,0003;6,69;106,0921
20.05.2021;SU26227RMFS7;0,0061;6,29;103,3845
20.05.2021;SU26228RMFS5;0,0000;7,03;104,8549
20.05.2021;SU26229RMFS3;-0,0363;6,52;102,7681
20.05.2021;SU26230RMFS1;-0,0394;7,26;105,5572
20.05.2021;SU26232RMFS7;-0,0024;6,83;96,3075
20.05.2021;SU26233RMFS5;0,0000;7,25;90,9084
20.05.2021;SU26234RMFS3;-0,0143;6,50;93,1348
20.05.2021;SU26235RMFS0;0,0000;7,10;92,3896
20.05.2021;SU26236RMFS8;0,0000;6,90;94,0183
21.05.2021;SU25083RMFS5;-0,0091;5,38;100,8727
21.05.2021;SU25084RMFS3;-0,0263;6,05;98,5017
21.05.2021;SU26207RMFS9;-0,0053;6,72;107,1406
21.05.2021;SU26209RMFS5;0,0329;5,69;102,1434
21.05.2021;SU26211RMFS1;0,0000;5,85;101,8782
21.05.2021;SU26212RMFS9;0,0009;6,85;101,5890
21.05.2021;SU26215RMFS2;-0,0004;6,03;102,1095
21.05.2021;SU26217RMFS8;-0,0335;5,19;100,4941
21.05.2021;SU26218RMFS6;0,0309;7,14;110,7117
21.05.2021;SU26219RMFS4;0,0023;6,68;105,1453
21.05.2021;SU26220RMFS2;-0,0025;5,80;102,3925
21.05.2021;SU26221RMFS0;0,0275;7,21;104,8258
21.05.2021;SU26222RMFS8;0,0104;6,35;102,5037
